"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50"
"550","sleepy","hide","climb","sticky","myself","all","down","hide","it","eat","jeans","stone","wish","those","new","hafta","another","throw","scared","stand","towel","bye","feed","hurry","tonight","bring","tuna","then","dark","sister","tiny","wet (description)","show","us","yes","more","grrr","did","is","toe","make","giraffe","nuts","show","with","make","hate","yes","if","carry"
"551","that","can (auxiliary)","some","yucky","write","read","long","animal","long","stuck","balloon","hate","toe","butt","telephone","pour","every","then","gloves","tomorrow","friend","hot","today","was","long","old","tractor","cat","asleep","asleep","cow","sleep","these","pattycake","dirty","old","knee","how","basement","awake","home","knock","tickle","snowman","fall","belt","will","popcorn","fix","fish (animal)"
"552","pattycake","hard","bee","to","you","him","by","toothbrush","down","about","sit","catch","tooth","hafta","a lot","eat","shoulder","cracker","windy","make","night","smile","bring","hold","beside","doll","wanna","lamb","was","long","vanilla","slide (object)","morning","hear","hold","a lot","medicine","lemme","look","are","yucky","kitchen","thank you","can (auxiliary)","banana","beach","cold","in","tickle","watch (action)"
"553","strawberry","off","beans","every","stroller","rip","do","your","she","washing machine","puzzle","brown","shh","ice cream","close","ouch","soup","rock (object)","call on phone","wipe","red","popcorn","some","pudding","quiet","poor","puppy","animal","make","lamb","could","love","gotta","around","dryer","here","yes","will","then","tomorrow","gloves","pull","build","of","later","firetruck","hamburger","those","how","go"
"554","after","sad","hose","people","vagina","potato","first","salt","fix","she","above","pick","garage","tray","meow","coffee","teddybear","who","long","fish (animal)","some","with","out","brown","dark","their","their","close","close","happy","a lot","when (question)","wish","party","fine","knee","me","walk","sled","soft","find","yourself","me","bedroom","uncle","sit","on","off","shopping","black"
"555","heavy","star","then","good night","this","blue","sleepy","we","duck","flag","pretty","ice","yesterday","kiss","i","these","ice","hurry","pen","swim","big","think","off","mine","meat","was","duck","they","them","sick","morning","fast","lemme","try","be","would","full","watch (object)","toast","asleep","fit","shh","next to","our","of","pull","comb (object)","stuck","pick","stop"
"556","under","what","his","hit","what","show","windy","hello","later","story","necklace","break","for","fit","good","into","am","wait","thirsty","it","light","bedroom","happy","some","sad","cut","him","strawberry","wash","sheep","does","zebra","did","now","water (not beverage)","this","mad","glue","pull","fall","about","gas station","soft","were","tiny","pattycake","peanut butter","beads","ladder","room"
"557","can (auxiliary)","all","feed","around","not","ice","clown","toast","pants","look","does","would","same","teacher","hafta","blow","ouch","wake","better","ant","soda","day","on","same","push","hungry","eye","water (not beverage)","clap","jelly","wish","today","lawn mower","coke","new","paint (action)","some","go","sleep","water (beverage)","try","mine","high chair","boat","scared","more","hose","belt","their","these"
"558","keys","hear","peas","carry","under","cut","touch","good","hate","butter","behind","every","tomorrow","donkey","moon","you","eat","ouch","at","lady","any","chocolate","hide","cheerios","hear","wake","stay","lips","like","get","tooth","me","don't","asleep","heavy","new","popcorn","was","can (auxiliary)","first","but","gonna","pattycake","catch","teddybear","she","plant","sit","stop","tights"
"559","kitchen","camping","hafta","cloud","stay","play dough","green","climb","when (question)","touch","good night","dinner","look","more","tray","at","red","draw","feed","lamb","under","yes","tummy","put","poor","walker","lick","penguin","knock","tickle","glue","ant","look","grass","hit","will","fit","last","them","tired","hello","of","cold","uncle","truck","bowl","dinner","rip","vanilla","there"
"560","stand","lollipop","kick","was","glue","was","get","at","night","him","lollipop","rock (object)","that","slipper","can (auxiliary)","now","snow","you","first","clap","salt","keys","by","owl","pretend","them","applesauce","white","cut","washing machine","sleepy","swing (action)","rock (object)","black","pumpkin","like","wish","before","nails","by","with","blue","it","juice","he","kiss","any","drive","careful","chase"
"561","some","high chair","away","thirsty","today","throw","splash","slipper","more","beads","have","choo choo","which (question)","crayon","on","rip","tomorrow","love","police","at","elephant","broken","nose","slow","last","orange (food)","much","dirty","yucky","them","sticky","slow","circus","walk","fall","these","wash","careful","broom","grrr","and","under","bear","last","hear","dirty","skate","before","fit","blanket"
"562","off","hit","pickle","at","find","pick","black","it","pickle","jeans","break","baa baa","popsicle","behind","read","shake","under","around","cereal","hold","empty","none","peekaboo","this","to","gas station","cute","game","those","share","finish","clean (action)","moose","we","he","stuck","cold","coffee","stuck","in","love","raisin","make","woof woof","see","by","bye","was","tear","was"
"563","see","watch (action)","under","so","poor","these","see","that","some","finger","catch","more","porch","no","throw","careful","find","hen","think","later","it","cold","will","shovel","what","cheese","coffee","at","share","sticky","hurry","too","soft","mailman","tiny","wait","alligator","milk","do","last","hurt (description)","after","wake","who","gotta","windy","hafta","chocolate","give","vroom"
"564","buy","careful","but","why","who","into","then","out","give","away","he","thirsty","soft","when (question)","of","tv","vitamins","out","baa baa","go","woof woof","teddybear","like","ouch","lamb","peas","blue","think","heavy","snowsuit","in","go","hers","nice","loud","there","away","asleep","watch (action)","some","blow","please","bye","school","corn","vanilla","much","pickle","at","dump"
"565","choo choo","carry","take","jeans","grandma","kick","what","scissors","yellow","out","wet (description)","vitamins","fork","time","awake","good","there","the","could","watch (action)","eye","game","read","stop","none","don't","wait","rip","up","good","buy","rooster","lion","sad","too","toast","those","sheep","not","see","clown","alligator","thirsty","skate","away","yellow","out","sad","medicine","put"
"566","wipe","in","bird","hate","look","off","cold","owl","do","then","not","jelly","tickle","see","then","sit","people","go","cheerios","hi","when (question)","thank you","before","hit","hit","thirsty","candy","squirrel","black","him","is","thirsty","thirsty","down","stand","none","potato","bubbles","wait","sad","see","out","broom","tights","a","tear","why","splash","awake","him"
"567","bump","build","none","empty","touch","high","these","tights","potato chip","glue","wind","give","sprinkler","deer","in","country","better","home","black","that","bye","by","wake","peanut butter","pretty","nose","love","gas station","do","poor","tear","sun","hate","find","tired","plant","tired","why","shoe","after","clap","gentle","wanna","yard","stairs","big","back (location)","new","country","penis"
"568","zipper","yesterday","our","feed","did","no","choo choo","soap","is","clean (action)","rooster","myself","not","to","me","mop","money","be","was","uh oh","corn","like","those","now","sauce","party","bump","babysitter","sing","nails","chase","noisy","am","flag","open (action)","skate","fall","happy","wake","mouth","tired","some","all","tomorrow","new","circus","yucky","quiet","beside","close"
"569","chase","is","say","up","sweep","please","mine","poor","taste","will","were","pretty","potato","hate","garden","nice","gonna","poor","good","splash","drive","in","call on phone","pretzel","kitty","here","country","would","lollipop","soft","loud","applesauce","when (question)","any","pull","then","knife","some","scissors","him","now","tv","and","beads","fix","paper","gentle","am","beans","tickle"
"570","carry","each","after","sit","get","stuck","quack quack","play dough","old","sleepy","teddybear","heavy","pumpkin","poor","at","animal","rip","under","dress (object)","wake","duck","outside","man","tomorrow","other","yourself","melon","no","new","am","stay","hungry","play","careful","sad","lollipop","listen","ride","dinner","present","because","why","cookie","chicken (animal)","our","taste","taste","pen","myself","above"
"571","around","good night","share","new","applesauce","stop","out","after","rip","if","write","how","other","which (question)","grrr","tear","before","how","shower","around","tonight","morning","fix","talk","share","school","good","be","dirty","high chair","sing","broom","each","tomorrow","are","does","dinner","rip","please","no","will","cowboy","red","with","lemme","break","beads","downtown","feed","dance"
"572","stick","sauce","where (question)","sleepy","brush (object)","look","when (question)","scared","which (question)","in","night","see","after","his","please","night","brush (object)","write","slow","applesauce","behind","dump","thirsty","wash","bird","slipper","turkey","tear","hear","this","thirsty","here","hafta","if","pickle","pretty","old","hello","tonight","quack quack","next to","coffee","around","any","scissors","nuts","could","other","buy","soda"
"573","pen","uh oh","tickle","high chair","grrr","high chair","peas","vroom","tomorrow","kick","bye","nice","alligator","black","box","how","do","high","love","could","washing machine","who","dance","me","big","pancake","any","can (auxiliary)","give","puppy","another","butterfly","dirty","these","garage","are","camping","there","stand","lick","high chair","find","some","before","kick","finish","after","clap","on","who"
